nama_fasilitas,jenis_fasilitas,latitude,longitude,provinsi,kota_kabupaten
Dermaster Pakubuwono,hospital,-6.2406027,106.7879193,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Bidan Siti Umaroh,clinic,-6.3177793,106.8782889,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.318364,106.8779125,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek K-24,pharmacy,-6.8735225,107.5522742,Jawa Barat,Cimahi
Kimia Farma,pharmacy,-6.8764897,107.5501789,Jawa Barat,Cimahi
Apotek K-24,pharmacy,-6.8733381,107.5523684,Jawa Barat,Cimahi
Klinik Utama Java,clinic,-6.2301832,106.8216188,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tarumajaya Hospital,hospital,-6.123503,106.9924724,Jawa Barat,Bekasi
Tidak bernama,clinic,-6.1405028,106.8230754,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Posyandu Flamboyan,clinic,-6.5411879,106.698604,Jawa Barat,Bogor
Tidak bernama,clinic,-6.2823835,106.7892144,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.2823893,106.7892331,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Posyandu Melati,clinic,-6.5450965,106.6981104,Jawa Barat,Bogor
Watsons,pharmacy,-6.9553968,107.6981133,Jawa Barat,Kota Bandung
Guardian,pharmacy,-6.9548477,107.6974641,Jawa Barat,Kota Bandung
Happy,dentist,-6.9549081,107.6974291,Jawa Barat,Kota Bandung
Klinik Cendana,clinic,-6.1580568,106.8092564,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Rumah Sakit Ibu dan Anak Aries,hospital,-6.1576355,106.809994,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Puskesmas Kelurahan Roa Malaka,clinic,-6.1358932,106.8091404,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Puskesmas Kelurahan Tambora,clinic,-6.1452924,106.8103487,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Puskesmas Kelurahan Kali Anyar,clinic,-6.1560614,106.7995099,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Posyandu RW 07,clinic,-6.1590505,106.8012082,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Puskesmas Kelurahan Angke,clinic,-6.1439616,106.7996239,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Klinik Pratama Budi Kemuliaan,clinic,-6.138802,106.8032288,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Klinik Husada Mulia,clinic,-6.1548094,106.7981198,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Klinik Lotus,clinic,-6.1576095,106.8084148,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Puskesmas Kelurahan Jembatan besi,clinic,-6.1504073,106.8007062,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Puskesmas Kelurahan Duri Utara,clinic,-6.1532302,106.8065048,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Puskesmas Pekojan 2,clinic,-6.139286,106.8006324,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Klinik Familia,clinic,-6.1549901,106.809023,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Puskesmas Kecamatan Tambora,clinic,-6.1481525,106.8046336,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Puskesmas Kelurahan Tanah Sereal,clinic,-6.152456,106.8101234,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Balai Kesehatan Masyarakat Yayasan Rumah Abu Lim,clinic,-6.1346197,106.8039101,Daerah Khusus Ibukota Jakarta,DKI Jakarta
"Yayasan Kartika Griya Husada Klinik 24 Jam ""Puspita""",clinic,-6.1473018,106.8099806,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Klinik Prima Medika,clinic,-6.145649,106.8001315,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Puskesmas Kelurahan Pekajon,clinic,-6.1334977,106.8032362,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Posyandu Seruni,clinic,-6.1452197,106.7955158,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Klinik Harapan Ibu,clinic,-6.1408385,106.8006468,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Ratu Farma Pharmacies,pharmacy,-6.9161661,107.598835,Jawa Barat,Kota Bandung
APOTIK MELAWAI SALEMBA,pharmacy,-6.1974174,106.8523261,Daerah Khusus Ibukota Jakarta,DKI Jakarta
APOTIK MELAWAI PAKUBUWONO,pharmacy,-6.2326547,106.7965483,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotik Melawai,pharmacy,-6.2950516,106.7948234,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotik Melawai Pasar Minggu,pharmacy,-6.2529384,106.8428938,Daerah Khusus Ibukota Jakarta,DKI Jakarta
APOTIK MELAWAI KRAMAT,pharmacy,-6.188466,106.8458177,Daerah Khusus Ibukota Jakarta,DKI Jakarta
APOTIK MELAWAI MARGONDA DEPOK,pharmacy,-6.3853949,106.8290315,Jawa Barat,Depok
PURCHASING APOTIK MELAWAI,pharmacy,-6.2461485,106.7969242,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Rumah Sakit Medina,hospital,-7.1805265,107.9770158,Jawa Barat,Garut
Rumah Sakit Nurhayati,hospital,-7.2182218,107.9213693,Jawa Barat,Garut
Apotek Generik,pharmacy,-6.3209124,106.8579878,Daerah Khusus Ibukota Jakarta,DKI Jakarta
BE NICE DENTAL CARE,dentist,-6.2446494,106.7973287,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Klinik Al Latif,doctors,-7.0394915,107.7124665,Jawa Barat,Bandung
Apotik Alam Farma,pharmacy,-6.3822443,106.8695543,Jawa Barat,Depok
RS FIRDAUS,hospital,-6.156138,106.923068,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,hospital,-6.6019362,106.7945401,Jawa Barat,Kota Bogor
RS Sumber Waras,hospital,-6.6947018,108.3825377,Jawa Barat,Cirebon
RS YARSI JAKARTA,hospital,-6.1698396,106.8690492,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,hospital,-6.1428787,106.7349086,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSU SUMBER WARAS,hospital,-6.1686623,106.7976264,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD KALIDERES,hospital,-6.1461812,106.7082289,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,hospital,-6.1946632,106.736305,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS CENDANA,hospital,-6.1874113,106.760937,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS SILOAM KEBON JERUK,hospital,-6.1908388,106.7637229,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,hospital,-6.1421053,106.7323909,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS MEDIKA PERMATA HIJAU,hospital,-6.2181713,106.778025,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD TAMAN SARI,hospital,-6.143789,106.819198,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS CIPUTRA CITRAGARDEN CITY,hospital,-6.1230894,106.704998,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS MENTENG MITRA AFIA,hospital,-6.1869354,106.838375,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS HERMINA DAAN MOGOT,hospital,-6.152934,106.712303,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS BHAKTI MULIA,hospital,-6.1995871,106.8005392,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS ANGGREK MAS,hospital,-6.2030307,106.7726845,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS ISLAM JAKARTA CEMPAKA PUTIH,hospital,-6.1706549,106.8708222,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD CEMPAKA PUTIH,hospital,-6.184668,106.8723994,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS PELNI PETAMBURAN,hospital,-6.1931924,106.8036904,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD JOHOR BARU,hospital,-6.1818356,106.8504657,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS PRIMAYA PGI CIKINI,hospital,-6.1914003,106.8419064,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSU PURI INDAH PONDOK INDAH,hospital,-6.1859889,106.7353186,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS GRHA KEDOYA,hospital,-6.1683669,106.7651412,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS MANUELA,hospital,-6.1504414,106.825941,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSU PATRIA JAKARTA,hospital,-6.1973116,106.7926441,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD ABDI WALUYO,hospital,-6.1898118,106.8293431,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSU ROYAL TARUMA,hospital,-6.1665351,106.7852311,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD TANAH ABANG,hospital,-6.1910555,106.8144549,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD KEMAYORAN,hospital,-6.1567123,106.8637725,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS PERTAMINA JAYA,hospital,-6.1731387,106.8758643,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS PRIMAYA EVASARI,hospital,-6.1935611,106.8598631,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSAL dr. MINTOHARDJO,hospital,-6.2108836,106.811964,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD SAWAH BESAR,hospital,-6.1489027,106.8298217,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS MITRA KELUARGA KEMAYORAN,hospital,-6.1521122,106.8585957,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS ST. CAROLUS,hospital,-6.1958347,106.8517604,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS HERMINA KEMAYORAN,hospital,-6.1542245,106.8456843,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS RADJAK SALEMBA,hospital,-6.1936527,106.8520454,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS KRAMAT 128,hospital,-6.1856105,106.8439659,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD JAGAKARSA,hospital,-6.3161758,106.8113627,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS MURNI TEGUH SUDIRMAN JAKARTA,hospital,-6.2095279,106.8193331,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD PESANGGRAHAN,hospital,-6.2581316,106.7567132,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD TEBET,hospital,-6.2316371,106.8466802,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS HUSADA,hospital,-6.1474995,106.829499,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD JATI PADANG,hospital,-6.2855018,106.8423101,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD KEBAYORAN LAMA,hospital,-6.2487063,106.785659,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD MAMPANG PRAPATAN,hospital,-6.2404652,106.8269643,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS DR. SUTOYO PUSREHAB KEMHAN,hospital,-6.2673998,106.7666233,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS PUSAT PERTAMINA,hospital,-6.2401658,106.7929683,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS TEBET,hospital,-6.2427408,106.8501648,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS SILOAM ASRI,hospital,-6.254542,106.8323327,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS SILOAM TB SIMATUPANG,hospital,-6.2922458,106.7843724,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS METROPOLITAN MEDICAL CENTER (MMC) JAKARTA,hospital,-6.2199712,106.8324591,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS BRAWIJAYA SAHARJO,hospital,-6.2245705,106.8480329,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS AGUNG,hospital,-6.2091793,106.8463579,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS JAKARTA MEDICAL CENTER,hospital,-6.2713208,106.8302102,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS ALI SIBROH MALISI,hospital,-6.3448144,106.8138523,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS HARAPAN KARTINI,hospital,-6.2860998,106.8159371,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS GANDARIA,hospital,-6.2439271,106.7907444,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS TRIA DIPA,hospital,-6.250886,106.8419482,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS MUHAMMADIYAH TAMAN PURING,hospital,-6.2417055,106.7871369,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS AULIA,hospital,-6.3345083,106.8273883,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS MARINIR CILANDAK,hospital,-6.3048414,106.810618,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS SETIA MITRA,hospital,-6.2812583,106.7958226,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS PRIKASIH,hospital,-6.3145283,106.7941837,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS MEDISTRA,hospital,-6.2398422,106.8336631,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS ANTAM MEDIKA,hospital,-6.192682,106.9026992,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS Petukangan,hospital,-6.2368522,106.7517244,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS PONDOK INDAH,hospital,-6.2838411,106.7815932,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD KRAMAT JATI,hospital,-6.2868679,106.8622797,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS HAJI JAKARTA,hospital,-6.2898814,106.8891492,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUP Fatmawati,hospital,-6.2950564,106.7964535,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSKB Columbia Asia Pulomas,hospital,-6.1821493,106.891082,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD CIRACAS,hospital,-6.3455971,106.8738712,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD MATRAMAN,hospital,-6.2062623,106.8660138,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS YADIKA KEBAYORAN LAMA,hospital,-6.2550734,106.7777289,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD PASAR REBO,hospital,-6.3033892,106.8618752,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSAU DR. ESNAWAN ANTARIKSA,hospital,-6.2573733,106.8918558,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD BUDHI ASIH,hospital,-6.2560273,106.862978,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS BHAYANGKARA RADEN SAID SUKANTO,hospital,-6.2696092,106.8711147,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS RIDWAN MOREKSA,hospital,-6.2942592,106.8825824,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS ADHYAKSA,hospital,-6.3078316,106.8927312,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS YADIKA PONDOK BAMBU,hospital,-6.2371953,106.8991335,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS HERMINA JATINEGARA,hospital,-6.2215235,106.8644361,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUP Persahabatan,hospital,-6.2026878,106.8847484,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS HARAPAN BUNDA,hospital,-6.3029512,106.8680213,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS DHARMA NUGRAHA,hospital,-6.1960084,106.8863978,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS HARAPAN JAYAKARTA,hospital,-6.1948769,106.9062814,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS KESDAM JAYA CIJANTUNG,hospital,-6.3073687,106.8589442,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS ISLAM JAKARTA PONDOK KOPI,hospital,-6.2200191,106.9396181,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD PADEMANGAN,hospital,-6.1328308,106.8402507,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS KARTIKA PULOMAS,hospital,-6.1759668,106.8848922,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD TANJUNG PRIOK,hospital,-6.116082,106.8888254,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSU PANTAI INDAH KAPUK,hospital,-6.1118898,106.7527392,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS HARUM SISMA MEDIKA,hospital,-6.2481403,106.9096007,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS EMC PULOMAS,hospital,-6.1802378,106.8837433,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS PENGAYOMAN CIPINANG,hospital,-6.2149417,106.8837596,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS MEDIROS,hospital,-6.1798914,106.9036994,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD CILINCING,hospital,-6.112986,106.9262566,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD KOJA,hospital,-6.1089322,106.8996682,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS DUTA INDAH,hospital,-6.1384133,106.7837975,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS PELABUHAN JAKARTA,hospital,-6.1249202,106.9178262,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS PUSDIKKES,hospital,-6.276816,106.8694697,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS ROYAL PROGRESS,hospital,-6.1394322,106.865455,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD TUGU KOJA,hospital,-6.1274896,106.906859,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS HERMINA PODOMORO,hospital,-6.1455694,106.8613627,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS ATMA JAYA,hospital,-6.1264458,106.7926902,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS PURI MEDIKA,hospital,-6.1291818,106.890191,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,hospital,-6.1560003,106.9230147,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSU MULYASARI,hospital,-6.1290752,106.9064976,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS MITRA KELUARGA KELAPA GADING,hospital,-6.1518139,106.89704,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSU GADING PLUIT,hospital,-6.166093,106.9159241,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSU PORT MEDICAL CENTER,hospital,-6.1103582,106.8893777,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS ISLAM JAKARTA SUKAPURA,hospital,-6.1397437,106.9208253,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS SUKMUL SISMA MEDIKA,hospital,-6.1120721,106.8820012,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSU PEKERJA,hospital,-6.145254,106.9232026,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS PLUIT,hospital,-6.1257296,106.7994919,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS SATYA NEGARA,hospital,-6.1388457,106.8615552,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS ZAHIRAH,hospital,-6.3357413,106.8235642,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD Talaga,hospital,-6.9900584,108.3228122,Jawa Barat,Majalengka
Klinik Pratama Perpustakaan Nasional RI,clinic,-6.1988563,106.8513704,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek Dramaga,pharmacy,-6.5796346,106.7461219,Jawa Barat,Bogor
Praktek Dokter Suhendra Medika,doctors,-6.5692761,106.7225345,Jawa Barat,Bogor
Klinik Seulanga,clinic,-6.4701798,106.8520093,Jawa Barat,Bogor
Apotek Bunda 3 Laladon,pharmacy,-6.5733189,106.7507956,Jawa Barat,Bogor
Apotek Yumna Farma,pharmacy,-6.572848,106.7441813,Jawa Barat,Kota Bogor
Apotek Shafana,pharmacy,-6.5722329,106.7404758,Jawa Barat,Kota Bogor
Apotek Delta,pharmacy,-6.5680683,106.7379683,Jawa Barat,Bogor
Apotek Zam Zam Farma,pharmacy,-6.5710898,106.7398104,Jawa Barat,Kota Bogor
Apotek Sinarsari,pharmacy,-6.5776794,106.7321128,Jawa Barat,Bogor
Praktek Dokter Rudi,doctors,-6.5743741,106.7407635,Jawa Barat,Kota Bogor
Wami Medical,doctors,-6.5771922,106.7329529,Jawa Barat,Bogor
Apotek Syafaa Farma,pharmacy,-6.5700548,106.7555894,Jawa Barat,Kota Bogor
Apotek Delfi,pharmacy,-6.5799177,106.7627127,Jawa Barat,Kota Bogor
Apotek As Syifa,pharmacy,-6.5806491,106.7636032,Jawa Barat,Kota Bogor
Apotek Askia,pharmacy,-6.5694619,106.7667655,Jawa Barat,Kota Bogor
Klink Pratama Polresta Bogor Kota,clinic,-6.5800529,106.7756295,Jawa Barat,Kota Bogor
Jusmine Beauty Clinic,clinic,-6.5738312,106.7696576,Jawa Barat,Kota Bogor
Apotek Afiat,pharmacy,-6.5901434,106.7592761,Jawa Barat,Bogor
Apotek Qairen Farma,pharmacy,-6.5828474,106.7581127,Jawa Barat,Bogor
Apotek Sindang Barang,pharmacy,-6.582445,106.7690789,Jawa Barat,Kota Bogor
Praktek Dokter Gigi,dentist,-6.5661132,106.7418867,Jawa Barat,Kota Bogor
Klinik 212 Dokter 24 Jam,clinic,-6.5863292,106.7587772,Jawa Barat,Bogor
Praktek Dokter Gigi,dentist,-6.6013548,106.7527751,Jawa Barat,Bogor
Kimia Farma Apotek,pharmacy,-6.5595609,106.7626812,Jawa Barat,Kota Bogor
Pet ID Clinic,clinic,-6.5567423,106.7620743,Jawa Barat,Kota Bogor
Apotek Zentrum 3,pharmacy,-6.5552468,106.7614594,Jawa Barat,Kota Bogor
Apotek PNC,pharmacy,-6.5547665,106.6975243,Jawa Barat,Bogor
Apotek Jembatan Cinangneng,pharmacy,-6.5564179,106.704205,Jawa Barat,Bogor
Apotek Lubna Farma,pharmacy,-6.5588321,106.7119914,Jawa Barat,Bogor
Apotek BTU,pharmacy,-6.5846665,106.7710416,Jawa Barat,Kota Bogor
Apotek Sehat Farma 2,pharmacy,-6.5631008,106.718249,Jawa Barat,Bogor
Apotek Cinta Sehat,pharmacy,-6.5628763,106.7222334,Jawa Barat,Bogor
Praktek Dokter Dr. Eldesra Mahyori,doctors,-6.5770939,106.7082229,Jawa Barat,Bogor
Klinik Pratama Yasmin Dental,dentist,-6.5609328,106.7661506,Jawa Barat,Kota Bogor
Medikids,clinic,-6.5566351,106.7823739,Jawa Barat,Kota Bogor
B Klinik Pratama Clinic,clinic,-6.5605907,106.7883526,Jawa Barat,Kota Bogor
Apotek Jaya Medika,pharmacy,-6.5591179,106.7787563,Jawa Barat,Kota Bogor
Apotek Khanza Farma,pharmacy,-6.5575857,106.7780214,Jawa Barat,Kota Bogor
Praktek Dokter Bersama,doctors,-6.5623421,106.7812461,Jawa Barat,Kota Bogor
Apotek Askia,pharmacy,-6.5644678,106.7827582,Jawa Barat,Kota Bogor
Pets Clinic by Kamo Group,clinic,-6.5667767,106.7841053,Jawa Barat,Kota Bogor
Praktek Dokter Estetika,doctors,-6.5699023,106.7855128,Jawa Barat,Kota Bogor
Erde Dokter Gigi Spesialis,dentist,-6.566832,106.7841066,Jawa Barat,Kota Bogor
Apotek Gunung Batu,pharmacy,-6.5928559,106.7767889,Jawa Barat,Kota Bogor
Apotek Cordelia,pharmacy,-6.5914957,106.7755437,Jawa Barat,Kota Bogor
Apotek Budi,pharmacy,-6.596361,106.7798728,Jawa Barat,Kota Bogor
Naga Farma,pharmacy,-6.5951693,106.7850092,Jawa Barat,Kota Bogor
Klinik Tera Medika,clinic,-6.5940582,106.7871147,Jawa Barat,Kota Bogor
Apotik Yasa,pharmacy,-6.5868008,106.783715,Jawa Barat,Kota Bogor
Apotik Taman Sari,pharmacy,-6.582094,106.7781924,Jawa Barat,Kota Bogor
Apotik Kita Farma,pharmacy,-6.5835381,106.7796582,Jawa Barat,Kota Bogor
Bidan,clinic,-6.8670365,108.5850294,Jawa Barat,Cirebon
Apotek Cipeujeuh Wetan,pharmacy,-6.8306999,108.6220069,Jawa Barat,Cirebon
Praktik Dokter Gigi,dentist,-6.5627138,106.7325157,Jawa Barat,Bogor
Klinik Farfa,clinic,-6.5626279,106.7323588,Jawa Barat,Bogor
Klinik Bendungan 24 Jam,clinic,-6.6548902,106.86188,Jawa Barat,Bogor
Apotik Bendungan Mubarak,pharmacy,-6.6548982,106.8618411,Jawa Barat,Bogor
Klinik Gadog Medika,clinic,-6.6547344,106.8625458,Jawa Barat,Bogor
Kimia Farma Apotek,pharmacy,-6.6496285,106.8994269,Jawa Barat,Bogor
Klinik Dokter Gigi,dentist,-6.5813226,106.7950165,Jawa Barat,Kota Bogor
S'Dentist,dentist,-6.5848064,106.7970215,Jawa Barat,Kota Bogor
Apotek K24,pharmacy,-6.587405,106.7971428,Jawa Barat,Kota Bogor
Apotik Satria,pharmacy,-6.5772298,106.7996863,Jawa Barat,Kota Bogor
FDC Dental Clinic,clinic,-6.5706517,106.8089902,Jawa Barat,Kota Bogor
Seuri Dental Specialist,dentist,-6.5722384,106.8080487,Jawa Barat,Kota Bogor
Watsons Apotek,pharmacy,-6.5904405,106.8049715,Jawa Barat,Kota Bogor
Hanifa Medika,clinic,-6.5739431,106.7606266,Jawa Barat,Kota Bogor
Century,pharmacy,-6.5612249,106.7907746,Jawa Barat,Kota Bogor
Apotek Zam Zam Farma 2,pharmacy,-6.5653831,106.7618966,Jawa Barat,Kota Bogor
N-Vy Clinic & Beauty Bar,clinic,-6.5619737,106.7928211,Jawa Barat,Kota Bogor
Apotik Sehat,pharmacy,-6.5654184,106.8100007,Jawa Barat,Kota Bogor
Bogor Dental Center,dentist,-6.5674095,106.8091504,Jawa Barat,Kota Bogor
Apotek Paledang Farma,pharmacy,-6.6013755,106.7929707,Jawa Barat,Kota Bogor
Klinik Sunat Ar Rasyid,clinic,-6.6061061,106.7955355,Jawa Barat,Kota Bogor
Apotek Ummi,pharmacy,-6.6085041,106.7950098,Jawa Barat,Kota Bogor
Apotek Zam Zam Farma 3,pharmacy,-6.6078413,106.7960163,Jawa Barat,Kota Bogor
Apotek Sehat Kota Bogor,pharmacy,-6.6100374,106.7983451,Jawa Barat,Kota Bogor
Klinik Pratama Siloam Klinik,clinic,-6.6102373,106.7985007,Jawa Barat,Kota Bogor
Apotek Cipayung,pharmacy,-6.6500215,106.9029835,Jawa Barat,Bogor
Praktik Dokter Dr. Lidya K. H,doctors,-6.6513509,106.9066299,Jawa Barat,Bogor
Klinik Sarua Medika,clinic,-6.6696453,106.9261403,Jawa Barat,Bogor
Apotek Hankam Raya,pharmacy,-6.6708042,106.9266111,Jawa Barat,Bogor
Apotik Dunia Farma,pharmacy,-6.6874862,106.9404405,Jawa Barat,Bogor
Apotek Barka,pharmacy,-6.6871685,106.9394971,Jawa Barat,Bogor
Klinik Safari Medika,clinic,-6.6865045,106.9441299,Jawa Barat,Bogor
Praktek Dokter Tugu,doctors,-6.6856927,106.9558632,Jawa Barat,Bogor
Praktik Dokter Gigi Drg Asnida,dentist,-6.6857386,106.9559209,Jawa Barat,Bogor
